"","actor.type","year","country","Mood","Polarization"
"116",1,8,8,0.6852655,3.331655
"117",1,9,8,0.1204825,1.79977
"118",1,10,8,-0.2589695,1.98468
"119",1,11,8,-0.7727875,1.066355
"120",1,12,8,-0.5920185,1.588455
"121",1,13,8,0.152151,2.775005
"122",1,14,8,-0.03881735,1.655065
"123",1,15,8,0.2438915,3.725635
"124",1,16,8,-0.3987385,0.8421375
"125",1,17,8,-0.1847765,4.2153
"126",1,18,8,0.2718885,1.13626
"127",1,19,8,0.0928477,1.327135
"128",1,20,8,-0.2246895,1.796365
"129",1,21,8,0.7211785,2.279215
"130",1,22,8,-0.069308,2.032805
"131",1,4,9,-0.6845595,1.660715
"132",1,6,9,0.3897725,0.4174325
"133",1,8,9,0.605521,3.40609
"134",1,9,9,0.1005261,1.16976
"135",1,10,9,0.09393395,2.328275
"136",1,11,9,-0.500809,0.873307
"137",1,12,9,-0.369689,1.50853
"138",1,13,9,-0.2941725,3.1664
"139",1,14,9,-0.4436325,1.549655
"140",1,15,9,0.865399,1.8783
"141",1,16,9,-0.4339895,0.871064
"142",1,17,9,0.607359,2.440775
"143",1,18,9,-0.1423655,1.64211
"144",1,19,9,-0.2367235,2.32434
"145",1,20,9,-0.4138795,1.53601
"146",1,21,9,-1.107,1.38584
"147",1,22,9,0.2135705,1.942815
"148",1,4,10,-0.8118235,1.85775
"149",1,6,10,0.2302165,0.5276195
"150",1,8,10,0.7578865,3.2725
"151",1,9,10,0.03828255,1.326035
"152",1,10,10,0.0826441,1.452475
"153",1,11,10,-1.065605,1.03769
"154",1,12,10,-0.271893,1.193415
"155",1,13,10,0.09942465,3.61526
"156",1,14,10,-0.1607625,1.839025
"157",1,15,10,0.215281,4.436685
"158",1,16,10,-0.4827135,0.8793925
"159",1,17,10,0.0820522,4.76033
"160",1,18,10,-0.2317835,1.918935
"161",1,19,10,-0.749436,2.786815
"162",1,20,10,-0.180319,1.88373
"163",1,21,10,-0.64953,1.61159
"164",1,22,10,0.165358,1.839055
"165",1,4,11,-0.9337935,1.4033
"166",1,6,11,0.178451,0.3839985
"167",1,8,11,0.992036,3.55273
"168",1,9,11,-0.12251,1.049945
"169",1,10,11,-0.06137655,2.45064
"170",1,11,11,-0.139201,0.6249365
"171",1,12,11,-0.1268585,1.073045
"172",1,13,11,0.50664,2.523765
"173",1,14,11,0.0224262,1.86322
"174",1,15,11,0.437559,3.185235
"175",1,16,11,-0.3932685,0.801654
"176",1,17,11,0.905055,2.45042
"177",1,18,11,0.09444465,1.987125
"178",1,19,11,-0.589339,2.054225
"179",1,20,11,0.0575774,2.32191
"180",1,21,11,-0.401398,1.10452
"181",1,22,11,0.1384505,1.859115
"182",1,4,12,-0.4276415,1.43077
"183",1,6,12,-0.2430255,0.5580495
"184",1,8,12,-0.1805315,4.291635
"185",1,9,12,-0.4883145,3.340495
"186",1,10,12,-0.5858015,1.80467
"187",1,11,12,-0.667509,0.8278985
"188",1,12,12,-0.02217225,1.317695
"189",1,13,12,0.186563,3.305665
"190",1,14,12,0.61087,1.856095
"191",1,15,12,0.69305,3.657595
"192",1,16,12,-0.718633,0.870145
"193",1,17,12,0.1307505,3.773645
"194",1,18,12,-0.273912,1.706465
"195",1,19,12,-0.41433,1.99743
"196",1,20,12,-0.678907,1.59913
"197",1,21,12,-0.571765,1.80681
"198",1,22,12,-0.290941,1.785955
"199",1,4,13,-1.055935,1.33575
"200",1,6,13,0.216402,0.3179855
"201",1,8,13,0.9955335,2.42032
"202",1,9,13,0.2911955,1.022825
"203",1,10,13,0.1703305,1.53667
"204",1,11,13,-0.486218,0.73598
"205",1,12,13,-0.0666094,1.00146
"206",1,13,13,0.388781,2.16668
"207",1,14,13,-0.755326,1.38767
"208",1,15,13,0.852058,1.92216
"209",1,16,13,-0.4303925,0.726044
"210",1,17,13,0.2486585,2.44009
"211",1,18,13,0.0776543,1.088215
"212",1,19,13,-0.237321,1.050705
"213",1,20,13,-0.5270735,1.223525
"214",1,21,13,-0.369592,1.39739
"215",1,22,13,0.2083435,1.59016
"216",1,4,14,-0.783966,1.579315
"217",1,6,14,0.015262,0.6215965
"218",1,8,14,-0.193397,2.97538
"219",1,9,14,0.02926,2.2174
"220",1,10,14,-0.250592,2.42838
"221",1,11,14,-0.8897085,1.113595
"222",1,12,14,-0.4383505,1.251575
"223",1,13,14,-0.00327975,1.25932
"224",1,14,14,-0.238456,1.62131
"225",1,15,14,0.5766555,2.26993
"226",1,16,14,-0.650211,0.9953435
"227",1,17,14,0.527384,2.802245
"228",1,18,14,0.1270785,1.71014
"229",1,19,14,0.2586385,2.98601
"230",1,20,14,-0.6285455,1.88927
"231",1,21,14,-0.647388,2.19572
"232",1,22,14,0.451809,2.779725
"233",1,4,15,-0.644567,1.59331
"234",1,6,15,0.1544095,0.635067
"235",1,8,15,0.359125,3.39092
"236",1,9,15,0.2291485,0.9854165
"237",1,10,15,-0.467464,1.286505
"238",1,11,15,-0.3375145,0.775298
"239",1,12,15,-0.541488,1.257795
"240",1,13,15,-0.2186015,2.556585
"241",1,14,15,-0.58935,1.42218
"242",1,15,15,0.3111495,2.58391
"243",1,16,15,-0.474409,0.8203715
"244",1,17,15,0.103055,2.47303
"245",1,18,15,0.1542605,0.8680515
"246",1,19,15,0.126125,2.148825
"247",1,20,15,-0.7890225,1.566195
"248",1,21,15,-0.556266,0.8902865
"249",1,22,15,-0.2213985,1.808805
"250",1,4,16,-0.88413,1.514295
"251",1,6,16,0.317723,0.475258
"252",1,8,16,0.8220315,3.12203
"253",1,9,16,0.0492529,1.457315
"254",1,10,16,-0.411721,1.838405
"255",1,11,16,-0.30597,0.7826785
"256",1,12,16,-0.2380245,1.044295
