"country","year","policy.index","policy.index.unconstrained","policy.index.unconstrained.no.vat"
"Venezuela",1991,-0.7312525,-0.912275,-0.795243
"Venezuela",1992,-0.470623,-0.625906,-0.518162
"Venezuela",1993,-0.7296895,-0.7745865,-0.822737
"Venezuela",1994,-0.6105925,-0.618502,-0.673678
"Venezuela",1995,-0.7198215,-0.671637,-0.771261
"Venezuela",1996,0.183866,0.278821,0.1466855
"Venezuela",1997,0.3125975,0.325262,0.275793
"Venezuela",1998,0.264164,0.269643,0.2561335
"Venezuela",1999,0.3840395,0.5109595,0.3519475
"Venezuela",2000,0.385604,0.4889175,0.342795
"Venezuela",2001,0.275552,0.2943285,0.2703755
"Venezuela",2002,0.2280325,0.4144055,0.2012845
"Venezuela",2003,0.263272,0.4637535,0.2364925
"Venezuela",2004,0.2495725,0.44999,0.218531
"Venezuela",2005,0.266541,0.44294,0.219572
"Venezuela",2006,-0.2975025,-0.1675775,-0.34002
"Venezuela",2007,-0.3034515,-0.164219,-0.3438285
"Venezuela",2008,-0.2935365,-0.2945455,-0.35162
"Venezuela",2009,-0.3129845,-0.3123695,-0.362064
"Venezuela",2010,-0.6394965,-0.625743,-0.693489
"Venezuela",2011,-0.5421225,-0.5551665,-0.6418065
"Venezuela",2012,-0.5490625,-0.552567,-0.616915
"Venezuela",2013,-0.5831785,-0.6266255,-0.681074
"Venezuela",2014,-0.68627,-0.711052,-0.777347
