"","actor.type","year","real.year","country","country.name","Mood","Polarization"
"1",1,4,1996,1,"Argentina",-0.572343509071792,1.21477875184818
"2",1,6,1998,1,"Argentina",0.111381016267191,0.453693052037613
"3",1,8,2000,1,"Argentina",0.149380558652102,3.19831631891978
"4",1,9,2001,1,"Argentina",-0.444082075645486,1.32528182428699
"5",1,10,2002,1,"Argentina",-0.790967846152626,1.15469738905498
"6",1,11,2003,1,"Argentina",-0.507052418831202,0.714301183884397
"7",1,12,2004,1,"Argentina",-0.124637101500897,1.41624250536213
"8",1,13,2005,1,"Argentina",-0.196529895392356,3.08653356298159
"9",1,14,2006,1,"Argentina",0.504782015199586,2.04814616342213
"10",1,15,2007,1,"Argentina",-0.483145113069692,2.44099153634089
"11",1,16,2008,1,"Argentina",-0.689642400323393,0.943752195760926
"12",1,17,2009,1,"Argentina",-0.453026020901241,2.54282022242799
"13",1,18,2010,1,"Argentina",-0.173848036441074,1.50787510838647
"14",1,19,2011,1,"Argentina",-0.349276724827608,1.27966993204286
"15",1,20,2012,1,"Argentina",-0.755629003308768,1.50397655437773
"16",1,21,2013,1,"Argentina",-0.748791917370478,1.55392986688023
"17",1,22,2014,1,"Argentina",-0.532128086878581,1.74195692302352
"18",1,4,1996,2,"Bolivia",-0.933078241319412,1.23069728850429
"19",1,6,1998,2,"Bolivia",-0.0025999801949816,0.453464044860318
"20",1,8,2000,2,"Bolivia",0.0673593531989009,4.07434043266148
"21",1,9,2001,2,"Bolivia",-0.420222090079929,1.62968064044679
"22",1,10,2002,2,"Bolivia",-0.721041511636906,1.42650069427634
"23",1,11,2003,2,"Bolivia",-0.916430161385229,0.830526074691206
"24",1,12,2004,2,"Bolivia",-0.561172706785472,1.20680960301616
"25",1,13,2005,2,"Bolivia",-0.129419206500545,2.53099925373795
"26",1,14,2006,2,"Bolivia",0.0839289348005091,1.85132206195453
"27",1,15,2007,2,"Bolivia",-0.108862229739054,3.29868914047159
"28",1,16,2008,2,"Bolivia",-0.808601228941044,0.789469267283319
"29",1,17,2009,2,"Bolivia",-0.156665335321796,2.77162608441797
"30",1,18,2010,2,"Bolivia",-0.331901620638273,1.56175118252708
"31",1,19,2011,2,"Bolivia",-0.424117429084377,1.81257055285385
"32",1,20,2012,2,"Bolivia",-0.650909914847432,1.47697649497418
"33",1,21,2013,2,"Bolivia",0.266086553479756,2.8818130034563
"34",1,22,2014,2,"Bolivia",-0.23915205826687,2.05442882414821
"35",1,4,1996,3,"Brazil",-0.690779927983918,1.25150414768625
"36",1,6,1998,3,"Brazil",-0.235572778371962,0.520295371922645
"37",1,8,2000,3,"Brazil",-0.127182902457525,2.99493303573391
"38",1,9,2001,3,"Brazil",-0.442726601602832,1.21610656070792
"39",1,10,2002,3,"Brazil",-0.311385972832954,1.90758956645233
"40",1,11,2003,3,"Brazil",-0.435522476934788,0.596349346284195
"41",1,12,2004,3,"Brazil",-0.0314136347632404,1.18609782672621
"42",1,13,2005,3,"Brazil",0.254984746790834,2.34286558959471
"43",1,14,2006,3,"Brazil",0.690049965735904,1.90448210381664
"44",1,15,2007,3,"Brazil",0.589967480555345,2.74290187614002
"45",1,16,2008,3,"Brazil",-0.396727232820403,0.612525421787331
"46",1,17,2009,3,"Brazil",0.218070849002001,2.11254163006537
"47",1,18,2010,3,"Brazil",-0.272397744671943,1.19520079256633
"48",1,19,2011,3,"Brazil",-0.268146961911852,2.38057641841213
"49",1,20,2012,3,"Brazil",-0.839695229263933,1.85826600970328
"50",1,21,2013,3,"Brazil",-0.13411551784862,1.74510254782468
"51",1,22,2014,3,"Brazil",-0.259491256308839,1.85575406377557
"52",1,4,1996,4,"Chile",-0.757110236613565,1.51408433079144
"53",1,6,1998,4,"Chile",-0.119438431861992,0.434570839934191
"54",1,8,2000,4,"Chile",0.134212979701099,3.33318046933769
"55",1,9,2001,4,"Chile",0.194274663745901,0.861818107768419
"56",1,10,2002,4,"Chile",-0.98039409591934,1.64981577098942
"57",1,11,2003,4,"Chile",-0.510912383296458,0.656354478795012
"58",1,12,2004,4,"Chile",-0.0205136501530356,1.61131436797957
"59",1,13,2005,4,"Chile",0.448148863261167,1.99761876563019
"60",1,14,2006,4,"Chile",0.0836613288540402,1.89500212151393
"61",1,15,2007,4,"Chile",0.0993721513147449,2.45483503396555
"62",1,16,2008,4,"Chile",-0.872382848909401,0.877998324701694
"63",1,17,2009,4,"Chile",-0.238217877004934,2.35983423010558
"64",1,18,2010,4,"Chile",-0.492093473908865,1.07238687430936
"65",1,19,2011,4,"Chile",-1.054247313807,1.47114555571659
"66",1,20,2012,4,"Chile",-1.13650902655655,1.62104092086423
"67",1,21,2013,4,"Chile",-0.963999695020236,1.25423033187347
"68",1,22,2014,4,"Chile",-0.835169002119225,1.33760197707922
"69",1,4,1996,5,"Colombia",-0.70357987201061,1.27089419588432
"70",1,6,1998,5,"Colombia",-0.0642882362930987,0.362211001091895
"71",1,8,2000,5,"Colombia",0.215715737415316,3.66649301546544
"72",1,9,2001,5,"Colombia",-0.529037795921108,1.43598132795377
"73",1,10,2002,5,"Colombia",-0.670856214847007,1.40269962852241
"74",1,11,2003,5,"Colombia",-0.50530822986991,0.628851749349402
"75",1,12,2004,5,"Colombia",-0.0675303263079494,1.20083164526365
"76",1,13,2005,5,"Colombia",0.51462158335444,2.71210987500464
"77",1,14,2006,5,"Colombia",-0.21047651888148,1.82396356776935
"78",1,15,2007,5,"Colombia",0.563691584167875,2.1646727018613
"79",1,16,2008,5,"Colombia",-0.441480747394373,0.619146131602434
"80",1,17,2009,5,"Colombia",-0.469354525407396,1.69373699499307
"81",1,18,2010,5,"Colombia",-0.174475602143856,1.14106003357924
"82",1,19,2011,5,"Colombia",-0.390765106119557,0.997664908399891
"83",1,20,2012,5,"Colombia",-0.308238428002634,1.21708133462121
"84",1,21,2013,5,"Colombia",-0.552032480817341,1.54427132169674
"85",1,22,2014,5,"Colombia",-0.0564095479045832,1.56571315181116
"86",1,4,1996,6,"CostaRica",-0.733868726026001,1.43658807551121
"87",1,6,1998,6,"CostaRica",0.213209758289941,0.267940972644899
"88",1,8,2000,6,"CostaRica",0.544196963480504,2.10372608630685
"89",1,9,2001,6,"CostaRica",-0.308429394879967,1.32831288710627
"90",1,10,2002,6,"CostaRica",-0.196549162688602,2.11152120624565
"91",1,11,2003,6,"CostaRica",-0.790717321522945,0.713807979424711
"92",1,12,2004,6,"CostaRica",-0.127076189050621,1.24477740384957
"93",1,13,2005,6,"CostaRica",0.597719632893324,1.52314271245063
"94",1,14,2006,6,"CostaRica",-0.144230017542421,1.86406244399771
"95",1,15,2007,6,"CostaRica",-0.117411900481361,2.86036370384653
"96",1,16,2008,6,"CostaRica",-0.666167466198953,0.789872918384912
"97",1,17,2009,6,"CostaRica",0.457851320266585,2.56434761261837
"98",1,18,2010,6,"CostaRica",-0.367420687512318,1.08002507361901
"99",1,19,2011,6,"CostaRica",-0.369823593525573,2.04020359711642
"100",1,20,2012,6,"CostaRica",-0.343792116143906,1.50458673211876
"101",1,21,2013,6,"CostaRica",-0.732916945733331,1.88937004012178
