"","type","country","year","mood","Heterogeneity"
"712","Citizen","Ecuador",2000,1.36076732027011,3.07121091116235
"716","Citizen","Ecuador",2001,0.95080593403209,3.27254265394688
"723","Citizen","Ecuador",2002,0.590539110616141,2.49481254926915
"728","Citizen","Ecuador",2003,-0.173922006378733,1.85008815842261
"733","Citizen","Ecuador",2004,-0.0971097802468997,2.43310785901438
"736","Citizen","Ecuador",2005,0.730731399783622,3.4105374277707
"742","Citizen","Ecuador",2006,0.271119876109507,2.86741430026195
"744","Citizen","Ecuador",2007,0.847704912035269,4.7628311809242
"755","Citizen","Ecuador",2008,0.68126871935726,0.952244569809974
"772","Citizen","Ecuador",2009,0.62795718921163,4.89853197775053
"778","Citizen","Ecuador",2010,1.04071997348225,1.32820419923817
"788","Citizen","Ecuador",2011,0.844220533379643,1.89610184911869
"792","Citizen","Ecuador",2012,0.0462531631709172,2.57733541524996
"797","Citizen","Ecuador",2013,1.28081025676664,2.15850277292181
"800","Citizen","Ecuador",2014,0.426777631879033,2.53038077443798
"802","Citizen","ElSalvador",1996,-0.233023368527556,1.97883718235743
"806","Citizen","ElSalvador",1998,1.16025478231261,0.620494858627853
"815","Citizen","ElSalvador",2000,1.33379748059409,3.65675214949196
"819","Citizen","ElSalvador",2001,0.944408920124261,1.73175020576613
"826","Citizen","ElSalvador",2002,0.747888401912454,2.45076331644649
"831","Citizen","ElSalvador",2003,0.125600026116654,1.44635679296875
"836","Citizen","ElSalvador",2004,0.266605124436159,2.04317770504201
"839","Citizen","ElSalvador",2005,0.19479856821767,3.5253716816841
"845","Citizen","ElSalvador",2006,-0.168587516424401,2.24403078185897
"847","Citizen","ElSalvador",2007,1.60421328563622,2.88681520663437
"858","Citizen","ElSalvador",2008,0.554736905630798,0.943168649377211
"875","Citizen","ElSalvador",2009,1.3608089864847,3.21021985364472
"881","Citizen","ElSalvador",2010,0.530446245067791,1.84918268705016
"891","Citizen","ElSalvador",2011,0.333383818906253,2.86961689255466
"895","Citizen","ElSalvador",2012,-0.0890761490496846,2.01125346987825
"900","Citizen","ElSalvador",2013,-0.469073992265043,2.13438574106083
"903","Citizen","ElSalvador",2014,0.389596279882497,2.44058112656598
"905","Citizen","Guatemala",1996,-0.375818393245244,2.36947697689803
"909","Citizen","Guatemala",1998,1.15881904040363,1.08947998771808
"918","Citizen","Guatemala",2000,1.28428125994035,3.57749472165982
"922","Citizen","Guatemala",2001,0.835255586205878,2.47446217446181
"929","Citizen","Guatemala",2002,0.801398636688364,1.7608246449282
"934","Citizen","Guatemala",2003,-0.180034876347769,1.83324864812935
"939","Citizen","Guatemala",2004,0.475842332565884,1.5765906762999
"942","Citizen","Guatemala",2005,0.63869534968487,3.77281763429801
"948","Citizen","Guatemala",2006,0.22987846029208,2.62935835858141
"950","Citizen","Guatemala",2007,0.508747645177784,6.18716582122806
"961","Citizen","Guatemala",2008,0.376216774052521,1.40293308271158
"978","Citizen","Guatemala",2009,0.711036861289731,5.7485091161876
"984","Citizen","Guatemala",2010,0.294025159159269,2.43697328510158
"994","Citizen","Guatemala",2011,-0.0161548303312315,3.10577976666767
"998","Citizen","Guatemala",2012,0.157871453455355,2.75095098285408
"1003","Citizen","Guatemala",2013,-0.00188372821658288,2.2488021261903
"1006","Citizen","Guatemala",2014,0.39639158078719,3.10063948982358
"1008","Citizen","Honduras",1996,-0.492405048374363,1.88267330174751
"1012","Citizen","Honduras",1998,1.16259660548167,0.721026660498373
"1021","Citizen","Honduras",2000,1.52659973826082,3.82179785890162
"1025","Citizen","Honduras",2001,0.832037482857758,1.56259521286044
"1032","Citizen","Honduras",2002,0.753495209167822,2.96035624080899
"1037","Citizen","Honduras",2003,0.833428778235889,1.03355533948844
"1042","Citizen","Honduras",2004,0.695632352817627,1.39692458419532
"1045","Citizen","Honduras",2005,1.16747125038706,2.71556495855777
"1051","Citizen","Honduras",2006,0.298188710723097,2.78772314431412
"1053","Citizen","Honduras",2007,1.38750966051977,3.56185166065541
"1064","Citizen","Honduras",2008,0.566740232964529,1.26197372757127
"1081","Citizen","Honduras",2009,1.84690549151441,2.97535763177105
"1087","Citizen","Honduras",2010,0.769032725514844,2.45730726259403
"1097","Citizen","Honduras",2011,0.297475059203597,2.73192738910759
"1101","Citizen","Honduras",2012,0.343044262827933,3.28780817198264
"1106","Citizen","Honduras",2013,0.550945083585302,1.61174982847026
"1109","Citizen","Honduras",2014,0.596328058920822,2.67167038742255
"1111","Citizen","Mexico",1996,-0.0988205984379559,2.13518665562922
"1115","Citizen","Mexico",1998,0.822308385228417,0.651189181738477
"1124","Citizen","Mexico",2000,0.690963837771159,4.12720481752743
"1128","Citizen","Mexico",2001,0.373816198043852,4.49447954808042
"1135","Citizen","Mexico",2002,0.317479416085693,2.94361316879052
"1140","Citizen","Mexico",2003,0.269182724101239,1.73644143278716
"1145","Citizen","Mexico",2004,0.614231601607636,2.22645921994195
"1148","Citizen","Mexico",2005,0.961914916201342,3.458103005919
"1154","Citizen","Mexico",2006,0.781279769271089,3.06683112273472
"1156","Citizen","Mexico",2007,1.25598590124622,4.87280351768173
"1167","Citizen","Mexico",2008,0.486055072704524,0.872025434025834
"1184","Citizen","Mexico",2009,1.12851739300763,4.5897804125812
"1190","Citizen","Mexico",2010,0.567536192864955,1.68876976301469
"1200","Citizen","Mexico",2011,0.327244226833121,2.54114421024279
"1204","Citizen","Mexico",2012,0.0771574092804165,1.81303453630008
"1209","Citizen","Mexico",2013,0.161162870499909,2.41502780296263
"1212","Citizen","Mexico",2014,0.167267714803889,2.49979348128123
"1214","Citizen","Nicaragua",1996,-0.652225907633664,2.08426922668539
"1218","Citizen","Nicaragua",1998,1.27281449384865,0.681327272757198
"1227","Citizen","Nicaragua",2000,1.76436466047601,2.68877199232207
"1231","Citizen","Nicaragua",2001,1.3575670039211,1.42796279613689
"1238","Citizen","Nicaragua",2002,0.971498052867989,1.90434686752876
"1243","Citizen","Nicaragua",2003,0.682548602621617,0.997550728868074
"1248","Citizen","Nicaragua",2004,0.888571008027579,1.31810600560429
"1251","Citizen","Nicaragua",2005,1.10606076044306,2.70636765791906
"1257","Citizen","Nicaragua",2006,0.0617181744559641,2.10355507994018
"1259","Citizen","Nicaragua",2007,1.74671353767153,2.83215550657044
"1270","Citizen","Nicaragua",2008,0.882650670392808,0.864835122011346
"1287","Citizen","Nicaragua",2009,1.1825642293302,3.2000603279896
"1293","Citizen","Nicaragua",2010,1.00011102250288,1.42679681146902
"1303","Citizen","Nicaragua",2011,0.813752151207554,1.60813388296198
"1307","Citizen","Nicaragua",2012,-0.166076090697181,2.29886553729983
"1312","Citizen","Nicaragua",2013,0.662236201483511,2.06910979393522
"1315","Citizen","Nicaragua",2014,0.587088424166506,2.60957496520984
"1317","Citizen","Panama",1996,-0.413605991848327,2.06861194185379
"1321","Citizen","Panama",1998,0.586894323032773,0.908903179904951
"1330","Citizen","Panama",2000,0.359146558510619,2.76014908364326
"1334","Citizen","Panama",2001,0.656338502450248,3.46903465343885
"1341","Citizen","Panama",2002,0.205129031008069,2.88025970768616
"1346","Citizen","Panama",2003,-0.390055936593274,1.53329759317864
"1351","Citizen","Panama",2004,0.0438292058873044,1.56588829840096
"1354","Citizen","Panama",2005,0.579219367627059,0.961217674015861
"1360","Citizen","Panama",2006,-0.128998842185647,2.40723977133301
"1362","Citizen","Panama",2007,1.2750036131762,3.25877544939977
"1373","Citizen","Panama",2008,0.0209030502167861,1.24824410162111
"1390","Citizen","Panama",2009,1.05773044786466,3.42518217394994
"1396","Citizen","Panama",2010,0.763090493950474,2.04775466838863
"1406","Citizen","Panama",2011,0.774479131943379,3.23727797488224
"1410","Citizen","Panama",2012,-0.23348686598152,2.29058686144951
"1415","Citizen","Panama",2013,-0.168131164163385,2.44999843391723
"1418","Citizen","Panama",2014,0.803832063954928,2.94391177702739
"1420","Citizen","Paraguay",1996,-0.278044542667623,2.404789727726
"1424","Citizen","Paraguay",1998,1.28805708631769,0.8725448327927
"1433","Citizen","Paraguay",2000,1.16601861995305,3.67031169769928
"1437","Citizen","Paraguay",2001,1.32849272284251,1.38795345258857
"1444","Citizen","Paraguay",2002,0.467902941872324,2.044109766115
"1449","Citizen","Paraguay",2003,0.683852242211576,1.10596915066067
"1454","Citizen","Paraguay",2004,0.361766057248666,1.73761424431851
"1457","Citizen","Paraguay",2005,0.66860750938873,3.23644657893141
"1463","Citizen","Paraguay",2006,0.00192673670175138,2.3681576578466
"1465","Citizen","Paraguay",2007,1.19678236221129,3.3881285110255
"1476","Citizen","Paraguay",2008,0.825165562475308,0.879695170683483
"1493","Citizen","Paraguay",2009,1.0549862609308,3.06960554183858
"1499","Citizen","Paraguay",2010,1.0882964132985,1.18416833254668
"1509","Citizen","Paraguay",2011,1.22694374596603,2.50157475672963
"1513","Citizen","Paraguay",2012,-0.0141175439499514,2.03568726574388
"1518","Citizen","Paraguay",2013,0.566132190004793,1.26935625266063
"1521","Citizen","Paraguay",2014,0.497233499663362,2.24472508847765
"1523","Citizen","Peru",1996,-0.578066131897696,2.01385444955633
"1527","Citizen","Peru",1998,0.948662392110801,0.802976527223443
"1536","Citizen","Peru",2000,1.36249042113554,3.27644583870397
"1540","Citizen","Peru",2001,0.546838790524529,2.63690694192867
"1547","Citizen","Peru",2002,0.206054405290021,2.56127002897075
"1552","Citizen","Peru",2003,0.39683843003408,1.33636022880934
"1557","Citizen","Peru",2004,0.492714302133662,1.85228465478513
"1560","Citizen","Peru",2005,0.806686974502962,3.09232289361286
"1566","Citizen","Peru",2006,0.269337948639724,2.75712976453349
"1568","Citizen","Peru",2007,1.28321215963027,4.09095138547821
"1579","Citizen","Peru",2008,0.525909900846717,0.968422834644707
"1596","Citizen","Peru",2009,0.810273918184283,4.52662609680278
"1602","Citizen","Peru",2010,0.524381614132955,2.28079297491708
"1612","Citizen","Peru",2011,0.468578524984406,2.44599570560251
"1616","Citizen","Peru",2012,-0.241020668220827,2.71421874480323
"1621","Citizen","Peru",2013,0.387870636110064,2.20024543491843
"1624","Citizen","Peru",2014,0.608225616637004,2.70901281039549
"1626","Citizen","Uruguay",1996,-0.13368042428123,1.94154829111259
"1630","Citizen","Uruguay",1998,0.504779050350811,1.3158723317835
"1639","Citizen","Uruguay",2000,0.109857853163116,3.83162484265826
"1643","Citizen","Uruguay",2001,0.473235045757069,2.47886802868078
"1650","Citizen","Uruguay",2002,-0.470813345100836,2.38769181411992
"1655","Citizen","Uruguay",2003,0.360584700024301,1.23462592767309
"1660","Citizen","Uruguay",2004,0.139494880383989,2.06558503199332
"1663","Citizen","Uruguay",2005,1.54105674229636,2.22989060962128
"1669","Citizen","Uruguay",2006,0.707387715561924,2.62140067497907
"1671","Citizen","Uruguay",2007,1.41924569780129,2.26505512043403
"1682","Citizen","Uruguay",2008,0.737233713745603,0.982433133892911
"1699","Citizen","Uruguay",2009,0.940886434742504,3.6884130408453
"1705","Citizen","Uruguay",2010,0.860353560245233,1.33880471438475
"1715","Citizen","Uruguay",2011,0.824554635058444,1.65224957994754
"1719","Citizen","Uruguay",2012,-0.185676617209618,2.35293771723427
"1724","Citizen","Uruguay",2013,0.609757338705577,1.92489259638008
"1727","Citizen","Uruguay",2014,0.30644177845363,2.76422889084229
"1729","Citizen","Venezuela",1996,-0.277641968004793,2.6518812453411
"1733","Citizen","Venezuela",1998,1.27727468707005,1.39257956436192
"1742","Citizen","Venezuela",2000,1.76326317801496,3.27178767254358
"1746","Citizen","Venezuela",2001,1.21154643160082,3.98221729436717
"1753","Citizen","Venezuela",2002,0.3672321344323,2.89404353442649
"1758","Citizen","Venezuela",2003,0.114725979428845,2.02061615478357
"1763","Citizen","Venezuela",2004,0.573745227271892,2.30967819946835
"1766","Citizen","Venezuela",2005,1.44974641537524,3.43533771191489
"1772","Citizen","Venezuela",2006,0.980304360784598,3.01739161601278
"1774","Citizen","Venezuela",2007,1.70002904906807,4.36731215760043
"1785","Citizen","Venezuela",2008,0.698307500841612,1.74106401833447
"1802","Citizen","Venezuela",2009,0.668859006356792,4.71820950066706
"1808","Citizen","Venezuela",2010,1.01773193525662,2.31963937437068
"1818","Citizen","Venezuela",2011,0.507840341591397,2.89831792154718
"1822","Citizen","Venezuela",2012,0.282610849533265,2.68388153053807
"1827","Citizen","Venezuela",2013,0.600343982359845,2.60150796584388
"1830","Citizen","Venezuela",2014,1.45964819027538,2.37210091651284
"1832","Legislator","Argentina",1995,1.74070596993102,0.889284373300724
"1841","Legislator","Argentina",1997,1.28017827571664,0.424868142237794
"1855","Legislator","Argentina",2003,1.01402529092996,0.632115559188897
"1866","Legislator","Argentina",2005,0.153307615054946,3.04637782211711
"1875","Legislator","Argentina",2009,-0.743188784023795,3.17304592747879
"1881","Legislator","Bolivia",1993,1.5826922627061,0.620125493411159
"1891","Legislator","Bolivia",1997,0.892737901816788,0.744407897408916
"1905","Legislator","Bolivia",2002,0.315499569929853,1.83454495009147
"1916","Legislator","Bolivia",2006,0.401701883999766,1.97874264618152
"1925","Legislator","Brazil",2003,1.08829868182219,0.436613795840163
"1936","Legislator","Brazil",2007,0.598460053513648,3.28813372478197
"1943","Legislator","Brazil",2013,2.05883493022575,0.637646039890041
"1950","Legislator","Chile",1993,1.79538694842032,0.941885979640077
"1960","Legislator","Chile",1997,1.00713289797115,0.329897102226198
"1974","Legislator","Chile",2002,1.12679270590809,0.533343473785186
"1985","Legislator","Chile",2006,1.15903210016655,1.52443502749806
"1994","Legislator","Chile",2010,0.72443800678846,2.76659072363384
"2001","Legislator","Colombia",1998,1.42135563055718,0.9170085072771
"2015","Legislator","Colombia",2002,1.13735386580461,1.57147117291191
"2026","Legislator","Colombia",2006,0.866235701591195,2.03872316694032
"2034","Legislator","Colombia",2010,-0.183655407063847,5.38297539307812
"2041","Legislator","CostaRica",1994,0.76375790634183,3.13228985037287
"2050","Legislator","CostaRica",1998,0.908060662767466,0.728251153607222
"2064","Legislator","CostaRica",2002,0.283223330062575,2.47112540037312
"2074","Legislator","CostaRica",2006,0.774180453661367,1.60473887287774
"2083","Legislator","CostaRica",2010,-0.112410989362262,3.26334061582408
"2089","Legislator","DominicanRep",1994,0.413424856754837,3.52263372946006
"2097","Legislator","DominicanRep",1998,1.54857653334257,0.565972835282886
"2111","Legislator","DominicanRep",2002,1.44922483221016,0.656980719998944
"2121","Legislator","DominicanRep",2006,1.28135805773094,1.37465046676712
"2130","Legislator","DominicanRep",2010,0.254373714175724,4.00298393902921
"2137","Legislator","Ecuador",1996,1.01574233977741,3.10471310107183
"2145","Legislator","Ecuador",1998,1.52376944419104,0.155971397726452
"2159","Legislator","Ecuador",2002,0.854532541683003,1.30711935203738
"2169","Legislator","Ecuador",2007,-0.292824655478394,2.34798943517321
"2178","Legislator","Ecuador",2009,-0.451561472497767,2.21684386326701
"2185","Legislator","ElSalvador",1994,0.925180376978528,3.44526467519384
"2195","Legislator","ElSalvador",1997,1.47350460559349,0.244863748072557
"2209","Legislator","ElSalvador",2000,1.11473262007484,0.610840046014119
"2223","Legislator","ElSalvador",2003,1.13738945846002,0.847558012949213
"2234","Legislator","ElSalvador",2009,-0.144620436512406,2.10163870452283
"2243","Legislator","Guatemala",1995,1.37224634871891,0.573198935788796
"2257","Legislator","Guatemala",2000,1.24533114127263,0.9439053890775
"2268","Legislator","Guatemala",2004,1.1035143854994,1.01537055580021
"2279","Legislator","Guatemala",2008,1.34087387786101,1.22240042959924
"2288","Legislator","Guatemala",2012,0.740717999658408,3.05637855095792
"2294","Legislator","Honduras",1994,0.14234932279166,2.74602003522665
"2304","Legislator","Honduras",1997,1.34494028951381,0.42101970544192
"2318","Legislator","Honduras",2002,1.10078662444807,1.12203694826191
"2329","Legislator","Honduras",2006,0.967911536344754,1.07399880855617
"2338","Legislator","Honduras",2010,0.789371117442116,3.90891800822188
"2345","Legislator","Mexico",1994,1.51903987832569,0.783541729525491
"2355","Legislator","Mexico",1997,1.4090634420258,0.395180204068111
"2368","Legislator","Mexico",2000,1.40147429724546,0.385920873555797
"2382","Legislator","Mexico",2003,1.12446284710417,1.00217651292249
"2393","Legislator","Mexico",2006,0.810195210390533,0.827679285194676
"2402","Legislator","Mexico",2009,0.0695015624966789,2.2978592495514
"2408","Legislator","Nicaragua",1996,1.20064437394887,1.0624207331187
"2422","Legislator","Nicaragua",2002,0.849942575468924,2.24568563621977
"2433","Legislator","Nicaragua",2007,1.27305877254569,1.25015394488985
"2442","Legislator","Panama",1999,1.86130326487868,0.571477211868143
"2453","Legislator","Panama",2004,1.45593031283228,1.7369955078249
"2464","Legislator","Panama",2009,-0.149055668258204,2.14613917234611
"2473","Legislator","Paraguay",1993,1.87414376602184,1.34474152653074
"2483","Legislator","Paraguay",1998,1.46579098012089,0.663404752799816
"2497","Legislator","Paraguay",2003,0.531817767907858,1.93604375763955
"2508","Legislator","Paraguay",2008,1.52936835072067,0.832303833921227
"2516","Legislator","Peru",1995,1.92392556524934,0.632807355037334
"2526","Legislator","Peru",2001,1.01058569232172,0.584860794704613
"2540","Legislator","Peru",2006,0.95999616325794,2.56266917770707
"2551","Legislator","Uruguay",1995,0.770564778874128,3.71072843518334
"2560","Legislator","Uruguay",2000,1.48532804379639,0.666130815214724
"2574","Legislator","Uruguay",2005,0.65945576818892,1.89277313352627
"2585","Legislator","Uruguay",2009,-0.738497499553401,3.0666809160038
"2592","Legislator","Venezuela",1993,1.59632717271459,3.36638224472096
"2602","Legislator","Venezuela",2000,1.51233120074583,1.3120496110922
"2616","President","Argentina",1995,1.99427335460711,5.40795868341031
"2631","President","Argentina",1997,2.35117699503223,4.70589980138982
"2646","President","Argentina",2003,-0.365051547224689,5.70141030112937
"2661","President","Argentina",2005,-0.909915665092283,4.31193288019394
"2676","President","Argentina",2009,0.570408544014204,5.79176611047144
"2691","President","Bolivia",1993,1.23508209880611,5.69414133910887
"2706","President","Bolivia",1997,3.21116731980462,3.9941321432911
"2721","President","Bolivia",2002,2.58898696994221,5.99259719670646
"2736","President","Bolivia",2006,-0.18827810764932,5.51359328722118
"2751","President","Brazil",2003,0.21983534075074,6.9748635078866
"2766","President","Brazil",2007,2.00145606166322,6.86984632912958
"2781","President","Brazil",2013,0.0564503002027862,7.07750684002448
"2796","President","Chile",1993,2.59458610909772,4.2160320630676
"2811","President","Chile",1997,-0.404161368403619,6.04923564058705
"2826","President","Chile",2002,1.92679755698559,4.9670333141568
"2841","President","Chile",2006,-0.301093582997309,5.07440606938617
"2856","President","Chile",2010,0.134308416060653,5.62471126997625
"2871","President","Colombia",1998,3.16938865925214,3.63094062191323
"2886","President","Colombia",2002,1.77338786157539,5.96223031270377
"2901","President","Colombia",2006,0.672548751156278,6.04181112754013
"2916","President","Colombia",2010,1.8149377914173,5.73430676220955
"2931","President","CostaRica",1994,-0.107903561575727,5.31892091208931
"2946","President","CostaRica",1998,3.24996934468809,3.81561529565475
"2961","President","CostaRica",2002,-0.0421452939660662,5.33410551822943
"2976","President","CostaRica",2006,1.83421523664527,5.60362680195816
"2991","President","CostaRica",2010,0.324493300163286,5.75844106720145
"3006","President","DominicanRep",1994,2.04779926333045,5.56481246427565
"3021","President","DominicanRep",1998,1.7717982933614,6.10552819417226
"3036","President","DominicanRep",2002,1.75452522798451,5.15112137329816
"3051","President","DominicanRep",2006,1.52269670796104,6.25305809042923
"3066","President","DominicanRep",2010,1.60905646339699,5.90314101074039
"3081","President","Ecuador",1996,1.25815942991814,6.21349538981825
"3096","President","Ecuador",1998,2.3594343050448,5.03912364787633
"3111","President","Ecuador",2002,2.22615874895299,5.34544357621569
"3126","President","Ecuador",2007,2.51489626104502,4.90218121014001
"3141","President","Ecuador",2009,0.211177855836476,5.30930644746226
"3156","President","ElSalvador",1994,1.61524569858915,5.81749084192376
"3171","President","ElSalvador",1997,2.34593181721131,4.40556173379427
"3186","President","ElSalvador",2000,0.240189126933536,5.55945943660955
"3201","President","ElSalvador",2003,3.45995984916413,3.9067278132168
"3216","President","ElSalvador",2009,0.857230859390007,5.79500091001202
"3231","President","Guatemala",1995,1.82972881937013,5.95706381493183
"3246","President","Guatemala",2000,-0.226115786578431,5.91258167831483
"3261","President","Guatemala",2004,1.44292932186094,6.25078460686897
"3276","President","Guatemala",2008,1.49494129623547,6.25686777232959
