"year","country","type","mood_spline","Heterogeneity_spline","mood_const","Heterogeneity_const","exec_party_spline","median_party_spline","exec_party_const","median_party_const","CitizenMood","CitizenHet","group","elec_family","thresh","dm","sa.formula","gdp2y","infl2y","unemp2y","decade","lag_mood_const","ChangeMoodConst","lag_mood_spline","ChangeMoodSpline","lag_CitMood","lag_CitHet","ChangeCitMood","lag_ChangeCitMood","mm_cong_spline","mm_cong_const","oo_cong_spline","oo_cong_const","mo_cong_spline","mo_cong_const"
2006,"Argentina","President",-1.140181826207,4.16041306038067,-1.03937320651389,4.42535693156678,-0.181428839509963,-0.175800904775514,-0.142234669811321,-0.142234669811321,0.266805134694463,4.0093507796561,6,"TRS",0.45,1,"Super-Plurality",7.65323,-0.216596942598746,10.35000038,"2000",-1.03937320651389,0,-1.03937320651389,-0.100808619693115,0.286659591846905,1.82353941256432,-0.0198544571524421,0.239354737090008,0.7,0.683,0.412058238565049,0.429916551780663,0.631373301975611,0.646670094678891
2007,"Argentina","President",-0.966911134864669,4.20725465763493,-1.03937320651389,4.42535693156678,-0.187619907642771,-0.170181930434937,-0.142234669811321,-0.142234669811321,0.594097067974211,2.90324989277414,6,"TRS",0.45,1,"Super-Plurality",7.062695,-0.218127610273143,9.30000019,"2000",-1.03937320651389,0,-1.140181826207,0.173270691342336,0.266805134694463,4.0093507796561,0.327291933279748,-0.0198544571524421,0.859,0.814,0.447684432274548,0.43361780922634,0.895160907383105,0.903379861734174
2008,"Argentina","President",-0.46132049332862,4.67877267101411,-1.03937320651389,4.42535693156678,-0.152376454496954,-0.115591681954721,-0.142234669811321,-0.142234669811321,-0.020264960203829,3.44639835883252,6,"TRS",0.45,1,"Super-Plurality",4.4392,-0.222458279790949,8.1500000955,"2000",-1.03937320651389,0,-0.966911134864669,0.505590641536049,0.594097067974211,2.90324989277414,-0.61436202817804,0.327291933279748,0.841,0.754,0.486519147654916,0.379727088506584,0.877168008893286,0.782295940203026
2009,"Argentina","President",0.434830737559404,5.84968496794802,0.434830737559404,5.84968496794802,-0.0672670603597222,-0.00224409449999999,-0.0672670603597222,-0.0022440945,0.0346692251267551,1.21632244438473,6,"TRS",0.45,1,"Super-Plurality",0.5256885,-0.2272369496037,8.200000286,"2000",-1.03937320651389,1.47420394407329,-0.46132049332862,0.896151230888024,-0.020264960203829,3.44639835883252,0.0549341853305841,-0.61436202817804,0.838,0.854,0.687240022451579,0.687240022451579,0.978856937495082,0.994719531637232
2001,"Argentina","Senator",1.34498740070528,0.231287284556356,1.26169213647562,0.418984123526384,-0.0875337216313574,-0.0864098679004487,-0.00803579661016949,-0.00803579661016949,0.450859016182759,3.48954021149148,5,"PR",0,3,"Limited-Nomination",-3.675115,-0.258708970323617,16.64999962,"2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,"Argentina","Senator",1.25542849595652,0.310628829177237,1.26169213647562,0.418984123526384,-0.0494797257198046,-0.048649606486747,-0.00803579661016949,-0.00803579661016949,0.100337358888858,2.19464054024355,5,"PR",0,3,"Limited-Nomination",-8.67124,-0.20866360404242,18.09999943,"2000",1.26169213647562,0,1.34498740070528,-0.0895589047487633,0.450859016182759,3.48954021149148,-0.350521657293901,NA,0.501,0.534,0.554148793498031,0.552232002382568,0.936066268079162,0.958158919351064
2003,"Argentina","Senator",1.00539477465051,0.554040086671866,1.00539477465051,0.554040086671866,-0.0430246764705881,-0.0430246764705881,-0.0430246764705882,-0.0430246764705882,-0.360650565700279,1.71288893824597,5,"PR",0,3,"Limited-Nomination",-2.116785,-0.181578252877177,17,"2000",1.26169213647562,-0.25629736182511,1.25542849595652,-0.250033721306012,0.100337358888858,2.19464054024355,-0.460987924589137,-0.350521657293901,0.542,0.537,0.524918562415188,0.524918562415188,0.844709674908883,0.855263470721393
2004,"Argentina","Senator",0.570562110505004,1.30536204345248,1.00539477465051,0.554040086671866,-0.0840265647474968,-0.0850610210225378,-0.0430246764705882,-0.0430246764705882,0.0473048547568974,1.12354958853824,5,"PR",0,3,"Limited-Nomination",7.74644,-0.221655612595838,14.35000038,"2000",1.00539477465051,0,1.00539477465051,-0.434832664145506,-0.360650565700279,1.71288893824597,0.407955420457176,-0.460987924589137,0.731,0.444,0.517809360057091,0.422646169515813,0.804932150066252,0.611066819678191
2005,"Argentina","Senator",0.0619533285783292,3.19799757320349,0.0619533285783292,3.19799757320349,-0.142234669811321,-0.142234669811321,-0.142234669811321,-0.142234669811321,0.286659591846905,1.82353941256432,5,"PR",0,3,"Limited-Nomination",7.9426,-0.228730283920185,11.60000038,"2000",1.00539477465051,-0.943441446072181,0.570562110505004,-0.508608781926675,0.0473048547568974,1.12354958853824,0.239354737090008,0.407955420457176,0.749,0.762,0.985563006105689,0.985563006105689,0.999658161848254,0.999907336282918
2006,"Argentina","Senator",-0.391886149692276,6.22148781755175,0.0619533285783292,3.19799757320349,-0.181428839509963,-0.175800904775514,-0.142234669811321,-0.142234669811321,0.266805134694463,4.0093507796561,5,"PR",0,3,"Limited-Nomination",7.65323,-0.216596942598746,10.35000038,"2000",0.0619533285783292,0,0.0619533285783292,-0.453839478270605,0.286659591846905,1.82353941256432,-0.0198544571524421,0.239354737090008,0.661,0.87,0.595753797619496,0.8165223204878,0.881463617902465,0.974063737130596
