"year","country","type","mood_spline","Heterogeneity_spline","mood_const","Heterogeneity_const","exec_party_spline","median_party_spline","exec_party_const","median_party_const","CitizenMood","CitizenHet","group","elec_family","thresh","dm","sa.formula","gdp2y","infl2y","unemp2y","decade","lag_mood_const","ChangeMoodConst","lag_mood_spline","ChangeMoodSpline","lag_CitMood","lag_CitHet","ChangeCitMood","lag_ChangeCitMood","mm_cong_spline","mm_cong_const","oo_cong_spline","oo_cong_const","mo_cong_spline","mo_cong_const"
2011,"Brazil","Senator",1.30177832791998,1.96487846580733,0.697625571765237,3.05462141831253,0.132655677783333,0.244661682181547,0.006087476675,0.21963641184375,0.754494282198334,1.35059994078199,5,"MNTV",0,2,"Plurality",4.708535,-0.416413828140747,7.299999952,"2010",0.697625571765237,0,1.05547501786859,0.246303310051388,1.21686610404822,2.56429055834833,-0.462371821849886,0.536904368680683,0.909,0.899,0.921733554103825,0.658223618150371,0.997207536011555,0.980184556451769
2012,"Brazil","Senator",1.6115917186465,1.16673600879998,0.697625571765237,3.05462141831253,0.135381153753125,0.213403522298549,0.006087476675,0.21963641184375,0.59043916751781,3.30797810346074,5,"MNTV",0,2,"Plurality",1.945358,-0.416181490090388,6.399999857,"2010",0.697625571765237,0,1.30177832791998,0.309813390726523,0.754494282198334,1.35059994078199,-0.164055114680524,-0.462371821849886,0.725,0.806,0.538474708097477,0.946191319818909,0.708485485054381,1.00024995565562
2013,"Brazil","Senator",1.98491519004816,0.587795752803754,1.98491519004816,0.587795752803754,0.12654,0.167139571428571,0.12654,0.167139571428571,-0.225840272791999,2.6573348771987,5,"MNTV",0,2,"Plurality",1.522498,-0.416465458818604,6.2999999525,"2010",0.697625571765237,1.28728961828292,1.6115917186465,0.373323471401659,0.59043916751781,3.30797810346074,-0.816279440309809,-0.164055114680524,0.494,0.503,0.417627902969459,0.417627902969459,0.866995216329704,0.855819850549761
1996,"Chile","Legislator",1.06539542102722,0.430469201729411,1.71746910524966,0.90081895597023,-0.0314836650678115,-0.0391097820874189,0.3299975415009,0.3299975415009,-0.219150367719203,1.77907283573351,3,"PR",0,2,"D'Hondt",7.464085,0.194725142811779,6.700000048,"1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,"Chile","Legislator",0.982483174101278,0.374661022408604,0.982483174101278,0.374661022408604,-0.0833004925867241,-0.0833004925867241,-0.0833004925867241,-0.0833004925867241,-0.219150367719203,1.77907283573351,3,"PR",0,2,"D'Hondt",5.532465,0.0271866493115721,6.200000048,"1990",1.71746910524966,-0.734985931148382,1.06539542102722,-0.0829122469259417,-0.219150367719203,1.77907283573351,0,NA,0.395,0.382,0.454208196325499,0.454208196325499,0.672478747501197,0.688903058913027
1998,"Chile","Legislator",0.94867907738644,0.344037569247178,0.982483174101278,0.374661022408604,-0.110969328403417,-0.0990460550868367,-0.0833004925867241,-0.0833004925867241,0.617468848397775,0.411856441998255,3,"PR",0,2,"D'Hondt",3.515895,-0.15231887943865,6.200000048,"1990",0.982483174101278,0,0.982483174101278,-0.0338040967148375,-0.219150367719203,1.77907283573351,0.836619216116978,0,0.417,0.429,0.461290901946978,0.454208196325499,0.711100941084595,0.690277470014345
1999,"Chile","Legislator",0.95210601149621,0.334609428639997,0.982483174101278,0.374661022408604,-0.123950581452275,-0.0948857172783247,-0.0833004925867241,-0.0833004925867241,0.696037321502206,0.675074586480067,3,"PR",0,2,"D'Hondt",-0.079515,-0.374905735088924,8.050000191,"1990",0.982483174101278,0,0.94867907738644,0.00342693410976935,0.617468848397775,0.411856441998255,0.0785684731044314,0.836619216116978,0.608,0.596,0.74926731223222,0.732593044021438,0.603952332552008,0.548308434078709
2000,"Chile","Legislator",0.980657694505748,0.346352292416177,0.982483174101278,0.374661022408604,-0.132465145111891,-0.0798025489610839,-0.0833004925867241,-0.0833004925867241,0.44432153391263,2.36611526652746,3,"PR",0,2,"D'Hondt",0.577885,-0.47622663353905,9.5,"2000",0.982483174101278,0,0.95210601149621,0.0285516830095383,0.696037321502206,0.675074586480067,-0.251715787589576,0.0785684731044314,0.654,0.701,0.778440090952258,0.777335476638717,0.836302556826309,0.853163897342401
2001,"Chile","Legislator",1.02222784449022,0.383378883202482,0.982483174101278,0.374661022408604,-0.146733912760861,-0.0627796199350104,-0.0833004925867241,-0.0833004925867241,0.631203926151157,3.41530795142327,3,"PR",0,2,"D'Hondt",2.635305,-0.457877179489027,9.150000095,"2000",0.982483174101278,0,0.980657694505748,0.0415701499844693,0.44432153391263,2.36611526652746,0.186882392238527,-0.251715787589576,0.578,0.556,0.633751188709014,0.650126731724603,0.938523437985187,0.941265153221219
2002,"Chile","Legislator",1.06471017952478,0.455985654577028,1.06471017952478,0.455985654577028,-0.176977777777778,-0.0528,-0.176977777777778,-0.0528,1.08749805368008,1.34739743544896,3,"PR",0,2,"D'Hondt",1.513213,-0.56558049673916,9,"2000",0.982483174101278,0.082227005423502,1.02222784449022,0.0424823350345627,0.631203926151157,3.41530795142327,0.456294127528923,0.186882392238527,0.559,0.615,0.697590259998234,0.697590259998234,0.990241338275712,0.982225832073202
2003,"Chile","Legislator",1.09744500620787,0.582259401774978,1.06471017952478,0.455985654577028,-0.228617075487166,-0.0560451318908157,-0.176977777777778,-0.0528,-0.200296936051492,2.22569933430647,3,"PR",0,2,"D'Hondt",1.839738,-0.626213475339235,8.6999998095,"2000",1.06471017952478,0,1.06471017952478,0.0327348266830925,1.08749805368008,1.34739743544896,-1.28779498973157,0.456294127528923,0.794,0.759,0.990151014859844,0.977719843252815,1.00015926869348,0.998832720521001
2004,"Chile","Legislator",1.11555898523103,0.779724088548834,1.06471017952478,0.455985654577028,-0.287869908997274,-0.0674899500816888,-0.176977777777778,-0.0528,0.353456105603313,1.05962962655882,3,"PR",0,2,"D'Hondt",3.77595,-0.741097013739377,8.6500000955,"2000",1.06471017952478,0,1.09744500620787,0.0181139790231575,-0.200296936051492,2.22569933430647,0.553753041654805,-1.28779498973157,0.501,0.435,0.431805791893219,0.441499716766045,0.759254271802087,0.768134401463271
2005,"Chile","Legislator",1.11562536580906,1.06362394161729,1.06471017952478,0.455985654577028,-0.336153823362281,-0.0793077619817175,-0.176977777777778,-0.0528,0.638431387682435,1.68225160461085,3,"PR",0,2,"D'Hondt",4.586175,-0.721949757339353,8.4000000955,"2000",1.06471017952478,0,1.11555898523103,6.63805780325433e-05,0.353456105603313,1.05962962655882,0.284975282079122,0.553753041654805,0.737,0.54,0.567482376740155,0.584366760751327,0.632924319671905,0.723047535194795
2006,"Chile","Legislator",1.09421739715678,1.43556072870403,1.09421739715678,1.43556072870403,-0.354886363636364,-0.083671875,-0.354886363636364,-0.083671875,1.09733190590292,2.0880931541645,3,"PR",0,2,"D'Hondt",3.793375,-0.535264007439123,7.8499999045,"2000",1.06471017952478,0.0295072176319999,1.11562536580906,-0.0214079686522826,0.638431387682435,1.68225160461085,0.458900518220485,0.284975282079122,0.846,0.833,0.686914143625463,0.686914143625463,0.926525670339672,0.946582192030783
2007,"Chile","Legislator",1.04754302835685,1.86476639362194,1.09421739715678,1.43556072870403,-0.326697337008569,-0.0734630781277389,-0.354886363636364,-0.083671875,0.426392422391265,2.42232590029622,3,"PR",0,2,"D'Hondt",3.61119,-0.426762887838989,7.399999857,"2000",1.09421739715678,0,1.09421739715678,-0.046674368799928,1.09733190590292,2.0880931541645,-0.670939483511655,0.458900518220485,0.95,0.87,0.952572485181542,0.996895161301143,0.998240207773752,0.99989382238191
2008,"Chile","Legislator",0.970349007963388,2.28064526450539,1.09421739715678,1.43556072870403,-0.239065599207404,-0.0443920866845539,-0.354886363636364,-0.083671875,0.897121420279454,3.23778784155305,3,"PR",0,2,"D'Hondt",3.07372,-0.00153423528846336,7.450000048,"2000",1.09421739715678,0,1.04754302835685,-0.0771940203934638,0.426392422391265,2.42232590029622,0.470728997888189,-0.670939483511655,0.884,0.772,0.647686605533305,0.599583298685519,0.951528340541369,0.939222057356171
2009,"Chile","Legislator",0.857016784398358,2.57277623920493,1.09421739715678,1.43556072870403,-0.0806822680962434,0.00712290242783116,-0.354886363636364,-0.083671875,-0.123136359387421,1.09159716370792,3,"PR",0,2,"D'Hondt",0.0184599999999999,-0.235290323838752,8.75,"2000",1.09421739715678,0,0.970349007963388,-0.11333222356503,0.897121420279454,3.23778784155305,-1.02025777966688,0.470728997888189,0.936,0.764,0.961441729516836,0.835354908307804,0.999784062280652,0.990298873217914
2010,"Chile","Legislator",0.701927806083731,2.6226346397932,0.701927806083731,2.6226346397932,0.159761538461538,0.0846636923076923,0.159761538461538,0.0846636923076923,0.57222418964521,2.83233108850726,3,"PR",0,2,"D'Hondt",1.24241,-0.809708015839461,8.900000095,"2010",1.09421739715678,-0.392289591073049,0.857016784398358,-0.155088978314627,-0.123136359387421,1.09159716370792,0.695360549032631,-1.02025777966688,0.641,0.686,0.547925940862383,0.547925940862383,0.631025594541376,0.613642646665855
1996,"Chile","President",-0.689902765179517,5.30953977711324,2.637857730328,4.32189280601803,-0.0314836650678115,-0.0391097820874189,0.3299975415009,0.3299975415009,-0.219150367719203,1.77907283573351,4,"TRS",0.5,1,"Majority",7.464085,0.194725142811779,6.700000048,"1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,"Chile","President",-0.489629116636271,5.23788398552241,-0.489629116636271,5.23788398552241,-0.0833004925867241,-0.0833004925867241,-0.0833004925867241,-0.0833004925867241,-0.219150367719203,1.77907283573351,4,"TRS",0.5,1,"Majority",5.532465,0.0271866493115721,6.200000048,"1990",2.637857730328,-3.12748684696427,-0.689902765179517,0.200273648543246,-0.219150367719203,1.77907283573351,0,NA,0.749,0.721,0.787104861732147,0.787104861732147,0.968411366857018,0.987623089318154
