"nesting.group","nest.group.num"
"Citizen-CostaRica-2010",98
"Citizen-CostaRica-2010",98
"Citizen-CostaRica-2010",98
"Citizen-CostaRica-2010",98
"Citizen-CostaRica-2010",98
"Citizen-CostaRica-2011",99
"Citizen-CostaRica-2011",99
"Citizen-CostaRica-2011",99
"Citizen-CostaRica-2011",99
"Citizen-CostaRica-2012",100
"Citizen-CostaRica-2012",100
"Citizen-CostaRica-2012",100
"Citizen-CostaRica-2012",100
"Citizen-CostaRica-2012",100
"Citizen-CostaRica-2013",101
"Citizen-CostaRica-2013",101
"Citizen-CostaRica-2013",101
"Citizen-CostaRica-2014",102
"Citizen-CostaRica-2014",102
"Citizen-DominicanRep-2004",103
"Citizen-DominicanRep-2004",103
"Citizen-DominicanRep-2004",103
"Citizen-DominicanRep-2005",104
"Citizen-DominicanRep-2005",104
"Citizen-DominicanRep-2005",104
"Citizen-DominicanRep-2005",104
"Citizen-DominicanRep-2005",104
"Citizen-DominicanRep-2005",104
"Citizen-DominicanRep-2006",105
"Citizen-DominicanRep-2006",105
"Citizen-DominicanRep-2007",106
"Citizen-DominicanRep-2007",106
"Citizen-DominicanRep-2007",106
"Citizen-DominicanRep-2007",106
"Citizen-DominicanRep-2007",106
"Citizen-DominicanRep-2007",106
"Citizen-DominicanRep-2007",106
"Citizen-DominicanRep-2007",106
"Citizen-DominicanRep-2007",106
"Citizen-DominicanRep-2007",106
"Citizen-DominicanRep-2007",106
"Citizen-DominicanRep-2008",107
"Citizen-DominicanRep-2008",107
"Citizen-DominicanRep-2008",107
"Citizen-DominicanRep-2008",107
"Citizen-DominicanRep-2008",107
"Citizen-DominicanRep-2008",107
"Citizen-DominicanRep-2008",107
"Citizen-DominicanRep-2008",107
"Citizen-DominicanRep-2008",107
"Citizen-DominicanRep-2008",107
"Citizen-DominicanRep-2008",107
"Citizen-DominicanRep-2008",107
"Citizen-DominicanRep-2008",107
"Citizen-DominicanRep-2008",107
"Citizen-DominicanRep-2008",107
"Citizen-DominicanRep-2008",107
"Citizen-DominicanRep-2008",107
"Citizen-DominicanRep-2009",108
"Citizen-DominicanRep-2009",108
"Citizen-DominicanRep-2009",108
"Citizen-DominicanRep-2009",108
"Citizen-DominicanRep-2009",108
"Citizen-DominicanRep-2009",108
"Citizen-DominicanRep-2010",109
"Citizen-DominicanRep-2010",109
"Citizen-DominicanRep-2010",109
"Citizen-DominicanRep-2010",109
"Citizen-DominicanRep-2010",109
"Citizen-DominicanRep-2010",109
"Citizen-DominicanRep-2010",109
"Citizen-DominicanRep-2010",109
"Citizen-DominicanRep-2010",109
"Citizen-DominicanRep-2010",109
"Citizen-DominicanRep-2011",110
"Citizen-DominicanRep-2011",110
"Citizen-DominicanRep-2011",110
"Citizen-DominicanRep-2011",110
"Citizen-DominicanRep-2012",111
"Citizen-DominicanRep-2012",111
"Citizen-DominicanRep-2012",111
"Citizen-DominicanRep-2012",111
"Citizen-DominicanRep-2012",111
"Citizen-DominicanRep-2013",112
"Citizen-DominicanRep-2013",112
"Citizen-DominicanRep-2013",112
"Citizen-DominicanRep-2014",113
"Citizen-DominicanRep-2014",113
"Citizen-Ecuador-1996",114
"Citizen-Ecuador-1996",114
"Citizen-Ecuador-1996",114
"Citizen-Ecuador-1996",114
"Citizen-Ecuador-1998",115
"Citizen-Ecuador-1998",115
"Citizen-Ecuador-1998",115
"Citizen-Ecuador-1998",115
"Citizen-Ecuador-1998",115
"Citizen-Ecuador-1998",115
"Citizen-Ecuador-1998",115
"Citizen-Ecuador-1998",115
"Citizen-Ecuador-1998",115
"Citizen-Ecuador-2000",116
"Citizen-Ecuador-2000",116
"Citizen-Ecuador-2000",116
"Citizen-Ecuador-2000",116
"Citizen-Ecuador-2001",117
"Citizen-Ecuador-2001",117
"Citizen-Ecuador-2001",117
"Citizen-Ecuador-2001",117
"Citizen-Ecuador-2001",117
"Citizen-Ecuador-2001",117
"Citizen-Ecuador-2001",117
"Citizen-Ecuador-2002",118
"Citizen-Ecuador-2002",118
"Citizen-Ecuador-2002",118
"Citizen-Ecuador-2002",118
"Citizen-Ecuador-2002",118
"Citizen-Ecuador-2003",119
"Citizen-Ecuador-2003",119
"Citizen-Ecuador-2003",119
"Citizen-Ecuador-2003",119
"Citizen-Ecuador-2003",119
"Citizen-Ecuador-2004",120
"Citizen-Ecuador-2004",120
"Citizen-Ecuador-2004",120
"Citizen-Ecuador-2005",121
"Citizen-Ecuador-2005",121
"Citizen-Ecuador-2005",121
"Citizen-Ecuador-2005",121
"Citizen-Ecuador-2005",121
"Citizen-Ecuador-2005",121
"Citizen-Ecuador-2006",122
"Citizen-Ecuador-2006",122
"Citizen-Ecuador-2007",123
"Citizen-Ecuador-2007",123
"Citizen-Ecuador-2007",123
"Citizen-Ecuador-2007",123
"Citizen-Ecuador-2007",123
"Citizen-Ecuador-2007",123
"Citizen-Ecuador-2007",123
"Citizen-Ecuador-2007",123
"Citizen-Ecuador-2007",123
"Citizen-Ecuador-2007",123
"Citizen-Ecuador-2007",123
"Citizen-Ecuador-2008",124
"Citizen-Ecuador-2008",124
"Citizen-Ecuador-2008",124
"Citizen-Ecuador-2008",124
"Citizen-Ecuador-2008",124
"Citizen-Ecuador-2008",124
"Citizen-Ecuador-2008",124
"Citizen-Ecuador-2008",124
"Citizen-Ecuador-2008",124
"Citizen-Ecuador-2008",124
"Citizen-Ecuador-2008",124
"Citizen-Ecuador-2008",124
"Citizen-Ecuador-2008",124
"Citizen-Ecuador-2008",124
"Citizen-Ecuador-2008",124
"Citizen-Ecuador-2008",124
