yearcase,uniqueid,caseid,wave,party_survey,party_elected,pp1990_w,pp1993_w,pp1997_w,pp2001_w,pp2005_w,pp2009_w,pp2013_w,pp1986_e,pp1990_e,pp1994_e,pp1998_e,pp2002_e,pp2006_e,pp2010_e,region,age,elecsys,pplist,parlame,parlsys,fidelit,munelec,concurr,needmps,needmps2,needmps_all,abusemp,presinf,colig,cprep,cppol,cplimit,cpurnas,cpfisio,cpcorr,cpslow,cpmps,cpcenter,cpswitch,cpgovern,cpcands,cpparl,impinst,dilemma,coalperc,believe,demands,imptmin,efforts,exparea,expmin,promise,pporg,econaid,success,nocomp,bases,elecamp,famtrad,carisma,expel,expel2,expel_all,others,ppswitch,ppswitc2,ppswitch_all,execut,clients,clients2,clients_all,ppvsreg,prescand,govcand,plenario,defideo,visitas,visitas2,visitas_all,pedidos,pedidos2,pedidos_all,destpp,destpp2,destpp_all,pork,pork2,pork_all,destcn,destcn2,destcn_all,entidade,entidad2,entidade_all,local,local2,local_all,boletins,tvradio,discplen,votplen,intbill,amend,speaker,commiss,execpp,talkmil,fedbur,locbur,press,civsoc,mtsarney,mtcollor,favors,position,redtape,account,timevtr,timepref,timebill,timemisc,sarney,collor,itamar,cardoso1,cardoso2,lula,congress,partysys,coalgood,presscn,psdbpt,terms,pds1980,pmdb1980,pp1980_80,pdt1980,pt1980,ptb1980,outro1980,np1980,arena1966,mdb1966,outro1966,np1966,vereador,depest,senador,depfed,prefvice,govvice,ministro,secest,family,elei1990,occup,dempmdb,dempfl,dempds,dempsdb,demprn,dempdt,demptb,dempt,dempl,dempcdb,dempdc,dempcb,dempsb,dempstu,econdev,socord,demcons,ffaaint,ffaadem,mindef,minciv,extsni,lrclass,lrpmdb,lrdem,lrpcb,lrpcdob,lrpdc,lrpds,lrpdt,lrpfl,lrpl,lrpp,lrpp_ppb,lrppr,lrpps,lrpr,lrprn,lrpsb,lrpsd,lrpsdb,lrpsol,lrpstu,lrpt,lrptb,lrpv,lrsarney,lrcollor,lritamar,lrfhc,lrlula,lrdilma,econlmr,gov2006,pres2006,vot1989_1,vot1989_2,renda,inicpriv,govresp,concorr,getrich,trabvida,enviro,saude,edfund,edsuper,infra,socpol,flforpol,flallies,flviolence,fljudicial,flregulate,flrace,flpolref,flpreviden,flantipov,flanticorr,flgovrel,flsociety,flmonetary,dlforpol,dlallies,dlviol,dlinfra,dlrace,dlantpov,dlgender,dltecno,dlcorrup,dlgovrel,dlfiscal,dlcivsoc,dlmonet,dlhrmil,dlpetro,fpallies,fpecdev,fpinteg,fpauth,fpoecd,fpoecd2,fpoecd_all,china,onuseg,brfdi,bndes,cotaafro,cotrenda,casament,aborto,tengoal1,tengoal2,currentgoal1,currentgoal2,othergoal1,othergoal2,bfpobre,bfpref,bfbase,bflula,bfmywin,cites,amends,approved,econlmr1990,mnclmr,agrlmr,lrlmr,diap,kinzo,reldisc,absdisc,econdiap,ideodiap,presdiap,bcdiap,jurodiap,evangel,diapstar,diaphist,pm4,pm12,czideo,czideose,pweight
1990011,1011,11,1990,45,15,45,,,,,,,15,,,,,,,4,7,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,2,2,2,99,9,5,99,99,99,9,9,,99,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,1,3,2,2,2,2,4,4,,,,,,,,,,,,,,,,,,,,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,27,7,4,3,7,3,4,3,5,3,2,2,4,2,,4,2,,9,1,3,2,2,4,5,,2,1,9,8,3,7,9,,,,,,9,3,,4,,,2,9,,,,,,,,,,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,893,294,107,,,,,5.75,-5.45,82.49,44.09,,,,,,,,,,,-0.358314782,0.189487735,.7201992
1990012,1012,12,1990,88,12,88,,,,,,,12,,,,,,,1,5,1,1,2,8,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,13,2,2,88,99,99,99,99,99,99,99,,99,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,3,3,2,3,3,4,4,,,,,,,,,,,,,,,,,,,,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,11,8,3,3,9,8,6,4,3,7,2,6,9,9,,2,4,,0,1,2,3,2,3,5,,3,1,7,9,2,8,6,,,,,,4,2,,3,,,1,7,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,66,25,2,2,2,4,6.25,-10.00,69.60,42.45,,,,,,,,,,,NA,NA,.6552632
1990013,1013,13,1990,45,15,45,,,,,,,15,,,,,,,4,5,3,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,2,2,5,13,5,5,1,5,10,8,10,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,2,4,3,3,2,3,3,4,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,13,8,5,3,10,3,8,1,9,5,5,3,5,6,,1,3,,0,3,1,1,1,3,5,,2,1,9,10,4,8,8,,,,,,9,2,,3,,,2,9,,,,,,,,,,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,119,31,2,3,3,4,10.00,-10.00,61.31,39.90,,,,,,,,,,,-0.923731043,0.188041716,.7201992
1990014,1014,14,1990,12,12,12,,,,,,,12,,,,,,,4,6,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,2,1,1,24,3,10,99,5,1,5,5,,5,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,1,2,3,3,3,2,1,4,4,,,,,,,,,,,,,,,,,,,,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,28,7,2,2,8,1,9,3,10,2,9,2,9,9,,4,1,,0,2,1,2,1,3,4,,2,1,9,9,3,9,9,,,,,,9,2,,3,,,2,7,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,77,20,3,3,3,4,10.00,-10.00,92.38,85.47,,,,,,,,,,,-0.849359709,0.160352769,.8993808
1990015,1015,15,1990,15,15,15,,,,,,,15,,,,,,,2,2,1,1,2,8,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,2,2,2,16,8,7,5,10,10,10,10,,10,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,1,3,4,1,1,1,3,3,4,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,8,10,6,6,10,6,10,6,6,6,6,6,6,6,,4,4,,0,2,1,1,4,6,5,,2,1,10,10,4,10,10,,,,,,10,2,,5,,,1,9,,,,,,,,,,,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,68,22,1,2,3,3,5.75,-5.00,80.00,57.94,,,,,,,,,,,0.174419832,0.143897711,1.134655
1990016,1016,16,1990,12,12,12,,,,,,,12,,,,,,,3,5,1,1,2,8,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,17,2,5,23,8,7,5,7,1,8,8,,6,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,13,5,3,1,7,1,10,3,9,2,7,3,5,6,,3,4,,0,2,1,1,3,3,5,,1,1,7,9,2,8,8,,,,,,9,3,,4,,,1,7,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21,5,4,2,1,4,10.00,-10.00,89.33,64.12,,,,,,,,,,,-1.006847077,0.210743113,.8993808
1990017,1017,17,1990,25,25,25,,,,,,,25,,,,,,,2,4,2,2,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,13,2,1,7,8,5,1,9,5,7,8,,8,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,3,2,2,2,3,2,2,,,,,,,,,,,,,,,,,,,,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2,8,8,8,7,8,5,7,1,7,2,7,2,5,,4,2,,0,4,2,2,2,4,4,,1,1,8,9,3,5,6,,,,,,5,2,,3,,,1,7,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,25,9,2,2,2,4,3.00,2.00,74.19,52.16,,,,,,,,,,,0.091020249,0.216265389,1.048421
1990018,1018,18,1990,15,15,15,,,,,,,15,,,,,,,4,8,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,2,5,19,10,3,1,10,10,1,10,,9,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,3,2,2,3,3,2,,,,,,,,,,,,,,,,,,,,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,15,8,5,3,5,5,4,3,3,5,4,5,4,5,,4,4,,0,4,2,3,1,99,4,,99,99,99,99,99,99,99,,,,,,99,99,,99,,,99,99,,,,,,,,,,,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,13,4,,,,,7.50,-8.00,70.80,57.59,,,,,,,,,,,0.339850918,0.169192859,1.134655
1990019,1019,19,1990,25,25,25,,,,,,,25,,,,,,,5,3,2,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,7,2,4,21,5,4,3,9,3,9,8,,8,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,1,3,1,1,1,1,3,2,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,2,27,10,10,10,10,10,10,10,10,10,10,10,10,10,,4,3,,1,1,1,2,3,6,6,,4,1,7,8,4,7,7,,,,,,8,3,,4,,,3,8,,,,,,,,,,,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,99,39,2,2,2,3,3.75,1.11,65.29,42.51,,,,,,,,,,,0.605622449,0.259061583,1.048421
1990020,1020,20,1990,22,15,17,,,,,,,15,,,,,,,2,2,2,1,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,7,2,4,3,4,1,1,9,9,7,6,,5,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,1,3,4,3,2,3,3,3,3,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,27,6,6,6,6,6,6,7,5,7,5,7,6,6,,4,3,,1,1,4,4,4,6,5,,2,1,6,7,2,9,5,,,,,,5,2,,4,,,1,6,,,,,,,,,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,15,3,2,3,2,4,0.25,0.00,84.21,68.35,,,,,,,,,,,1.300299039,0.311281078,.9282895
1990021,1021,21,1990,15,15,15,,,,,,,15,,,,,,,4,5,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,2,2,2,16,8,7,3,8,6,5,8,,7,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,3,3,2,2,3,4,4,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,11,6,99,99,99,99,99,99,99,99,99,99,99,99,,2,2,,0,2,1,1,2,99,6,,99,99,99,99,99,99,99,,,,,,99,99,,99,,,99,99,,,,,,,,,,,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,28,13,2,2,2,4,7.75,-7.27,73.22,49.58,,,,,,,,,,,-0.398184768,0.173373535,1.134655
1990022,1022,22,1990,15,15,15,,,,,,,15,,,,,,,3,7,1,2,2,8,9,,,,,,,,,,,,,,,,,,,,,,,,,9,0,88,9,2,99,8,6,1,1,1,2,8,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,1,1,3,3,4,4,3,3,1,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,9,28,10,4,1,10,7,8,2,8,5,5,3,5,10,,4,3,,1,1,1,1,1,4,4,,2,2,9,10,4,8,10,,,,,,8,2,,5,,,2,8,,,,,,,,,,,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,82,30,2,2,2,4,4.00,-7.78,68.97,51.68,,,,,,,,,,,-0.59084185,0.203391391,1.134655
1990023,1023,23,1990,25,11,25,,,,,,,11,,,,,,,2,5,2,2,2,8,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,20,2,5,15,6,3,2,4,2,6,7,,5,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,1,3,1,1,1,2,9,2,,,,,,,,,,,,,,,,,,,,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,27,10,10,10,10,10,10,10,8,99,8,10,9,9,,2,3,,1,2,2,2,2,4,99,,99,99,99,99,99,5,99,,,,,,99,99,,99,,,99,99,,,,,,,,,,,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,30,11,,,,,2.50,5.45,80.56,24.62,,,,,,,,,,,0.214232831,0.399546714,1.048421
1990024,1024,24,1990,15,15,15,,,,,,,15,,,,,,,2,5,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2,0,13,2,1,99,6,99,99,99,99,99,10,,8,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,1,2,4,3,3,2,3,3,4,,,,,,,,,,,,,,,,,,,,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,14,99,99,99,99,99,99,99,99,99,99,99,99,99,,4,2,,0,2,4,4,2,1,99,,1,1,9,99,4,10,10,,,,,,10,4,,5,,,1,9,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276,44,16,3,2,,,7.75,-7.78,77.81,66.75,,,,,,,,,,,-1.837465604,0.187973392,1.134655
