newcoun,year,newpres,firstpositionbz,positionbz,seupbz,selbbz,movebz,absmovebz,pres,iso,country
0,2007,1,-0.547658919,-0.547658919,-0.445335886,-0.644743409,,,Garcia_,per,Peru
0,2008,0,-0.547658919,-0.805748378,-0.683305234,-0.929440237,-0.25808946,0.25808946,Garcia_,per,Peru
0,2009,0,-0.547658919,-0.99320822,-0.876089238,-1.106072499,-0.187459841,0.187459841,Garcia_,per,Peru
0,2010,0,-0.547658919,-0.633975772,-0.524390254,-0.74438239,0.359232447,0.359232447,Garcia_,per,Peru
0,2012,1,0.642821604,0.642821604,0.743422659,0.547823474,,,Humala,per,Peru
0,2013,0,0.642821604,0.545295941,0.668066026,0.423636679,-0.097525663,0.097525663,Humala,per,Peru
1,2001,1,0.661790631,0.661790631,0.518192571,0.831340156,,,Batlle,ury,Uruguay
0,2002,0,0.661790631,0.53019446,0.35742211,0.692124299,-0.131596171,0.131596171,Batlle,ury,Uruguay
0,2003,0,0.661790631,0.68601646,0.493021842,0.884282454,0.155822,0.155822,Batlle,ury,Uruguay
0,2004,0,0.661790631,0.996347104,0.826822944,1.164583213,0.310330644,0.310330644,Batlle,ury,Uruguay
0,2005,0,0.661790631,2.130365429,1.97036519,2.284069055,1.134018326,1.134018326,Batlle,ury,Uruguay
0,2006,1,-0.808732602,-0.808732602,-0.947190665,-0.669389865,,,Vazquez,ury,Uruguay
0,2007,0,-0.808732602,-0.748075517,-0.895128973,-0.60881008,0.060657085,0.060657085,Vazquez,ury,Uruguay
0,2008,0,-0.808732602,-0.714693647,-0.853877765,-0.579443165,0.033381869,0.033381869,Vazquez,ury,Uruguay
0,2009,0,-0.808732602,-0.976359345,-1.126373481,-0.826370976,-0.261665697,0.261665697,Vazquez,ury,Uruguay
0,2010,0,-0.808732602,-1.157846763,-1.351692921,-0.975108896,-0.181487418,0.181487418,Vazquez,ury,Uruguay
0,2011,1,-0.318922649,-0.318922649,-0.465768813,-0.165919045,,,Mujica,ury,Uruguay
0,2012,0,-0.318922649,-0.280083561,-0.428107645,-0.127602147,0.038839089,0.038839089,Mujica,ury,Uruguay
1,1987,1,1.041994588,1.041994588,0.993521747,1.092794351,,,Lusinchi,ven,Venezuela
0,1988,0,1.041994588,1.003038631,0.944425374,1.053940204,-0.038955957,0.038955957,Lusinchi,ven,Venezuela
0,1989,0,1.041994588,0.860231846,0.803001014,0.917561998,-0.142806785,0.142806785,Lusinchi,ven,Venezuela
0,1990,1,1.061924024,1.061924024,1.007167314,1.118553007,,,Perez,ven,Venezuela
0,1991,0,1.061924024,0.970642092,0.915074027,1.028029716,-0.091281932,0.091281932,Perez,ven,Venezuela
0,1992,0,1.061924024,1.035447556,0.965689813,1.107638311,0.064805464,0.064805464,Perez,ven,Venezuela
0,1993,0,1.061924024,0.939181059,0.869620882,1.006511298,-0.096266498,0.096266498,Perez,ven,Venezuela
0,1995,1,1.03770364,1.03770364,0.968677657,1.101962283,,,Caldera,ven,Venezuela
0,1996,0,1.03770364,1.034221019,0.960170928,1.111357707,-0.003482621,0.003482621,Caldera,ven,Venezuela
0,1997,0,1.03770364,1.014068377,0.948784153,1.080560841,-0.020152642,0.020152642,Caldera,ven,Venezuela
0,1998,0,1.03770364,1.085499219,1.021261253,1.150564242,0.071430842,0.071430842,Caldera,ven,Venezuela
0,1999,0,1.03770364,0.832988536,0.7763119,0.889713523,-0.252510684,0.252510684,Caldera,ven,Venezuela
0,2001,1,-0.635002245,-0.635002245,-0.666215976,-0.602667945,,,Chavez,ven,Venezuela
0,2002,0,-0.635002245,-0.612347149,-0.646958232,-0.576415212,0.022655096,0.022655096,Chavez,ven,Venezuela
0,2003,0,-0.635002245,-0.594464647,-0.647525242,-0.541110047,0.017882503,0.017882503,Chavez,ven,Venezuela
0,2004,0,-0.635002245,-0.846151917,-0.880202291,-0.810748305,-0.25168727,0.25168727,Chavez,ven,Venezuela
0,2005,0,-0.635002245,-0.911529401,-0.944249784,-0.876975724,-0.065377484,0.065377484,Chavez,ven,Venezuela
0,2006,0,-0.635002245,-1.085948874,-1.113416976,-1.055360823,-0.174419474,0.174419474,Chavez,ven,Venezuela
0,2007,0,-0.635002245,-1.07583413,-1.107093751,-1.044732346,0.010114745,0.010114745,Chavez,ven,Venezuela
0,2008,0,-0.635002245,-0.967726432,-1.002436747,-0.934278192,0.108107698,0.108107698,Chavez,ven,Venezuela
0,2009,0,-0.635002245,-1.279466631,-1.304467184,-1.255154701,-0.311740199,0.311740199,Chavez,ven,Venezuela
0,2010,0,-0.635002245,-1.28273013,-1.307043063,-1.258540306,-0.003263498,0.003263498,Chavez,ven,Venezuela
0,2011,0,-0.635002245,-1.154004666,-1.181915103,-1.125314322,0.128725464,0.128725464,Chavez,ven,Venezuela
0,2012,0,-0.635002245,-1.200780721,-1.228948104,-1.173125465,-0.046776055,0.046776055,Chavez,ven,Venezuela
0,2014,1,-0.270953645,-0.270953645,-0.311081208,-0.232520373,,,Maduro,ven,Venezuela
